text,category
Can I stop a creditor from garnishing my wages if I am already paying back other debts to the government?,Consumer_Protection
What are my rights if I accidentally purchase a savings bond I don't want or need?,Consumer_Protection
Are there any financial protections in place to help me recover my money if it is stolen from my home?,Consumer_Protection
"Are there any additional fees or charges that I should be aware of when taking out a mortgage loan or pawn loan, and how can I avoid them?",Consumer_Protection
Are there any financial protection laws that can help me avoid debt accumulation or provide relief from overwhelming debt?,Consumer_Protection
"What happens if I owe more on the car than it's worth, and what are my options for resolving the debt?",Consumer_Protection
Can I get a refund if I paid for a credit monitoring service that failed to protect my information?,Consumer_Protection
"If a company violates the do not call registry rules, what financial compensation can I expect to receive?",Consumer_Protection
What fees can I expect to pay if I miss a payment on a bill or loan?,Consumer_Protection
What financial protections are in place to prevent predatory lending practices?,Consumer_Protection
How do I dispute an error on my credit report that's affecting my financial standing?,Consumer_Protection
Can I get a refund if I'm not satisfied with the financial service I received?,Consumer_Protection
What kind of financial protection do I have if a company goes out of business and owes me money?,Consumer_Protection
How can I file a complaint with the CFPB if I've been treated unfairly by a financial institution?,Consumer_Protection
"What are the typical fees associated with opening a savings account, and can I negotiate them?",Consumer_Protection
How can I protect myself financially if I'm a co-signer on a loan that goes into default?,Consumer_Protection
How do I get a refund if I was misled by a company's advertising or sales practices?,Consumer_Protection
What fees am I liable for if I've entered into a contract or agreement that I didn't fully understand?,Consumer_Protection
What are my rights if I'm charged an inactivity fee on my payroll card without being notified in advance?,Consumer_Protection
How do I protect myself from hidden fees when signing up for a new service or subscription?,Consumer_Protection
